,Modelname,Group,test_accuracy_best_val_acc,test_accuracy_best_val_loss,test_accuracy_terminal,test_loss_best_val_acc,test_loss_best_val_loss,test_loss_terminal,test_per_class_accuracy_best_val_acc,test_per_class_accuracy_best_val_loss,test_per_class_accuracy_terminal,train_accuracy,train_loss,train_per_class_accuracy,val_accuracy,val_loss,val_per_class_accuracy
0,VGG_pretrained_True_aug_True_lr_0.001_wd_0.01_g_0.95,VGG,0.7904761904761904,0.7904761904761904,0.7619047619047619,1.2431300348180925,1.2431300348180925,1.5939039728648603,0.7904761904761904,0.7904761904761904,0.7619047619047619,0.9995949777237748,0.0020915020439283808,0.9997160704145373,0.9368932038834952,0.2756106302166255,0.9207755549667316
1,VGG_pretrained_False_aug_True_lr_0.0001_wd_0.0001_g_0.95,VGG,0.47619047619047616,0.4476190476190477,0.47619047619047616,3.076821454366048,1.729626590864999,3.076821454366048,0.4761904761904761,0.4476190476190477,0.4761904761904761,0.9931146213041716,0.021793842126316226,0.992522647639154,0.7572815533980582,1.3333222179351116,0.6373855473120179
2,VGG_pretrained_False_aug_True_lr_0.001_wd_1e-05_g_0.95,VGG,0.380952380952381,0.3904761904761905,0.41904761904761906,73874988.81278113,1945501.9300495551,121663.88209655228,0.380952380952381,0.3904761904761904,0.41904761904761906,0.8157148643175375,0.4681673276371297,0.6472569293329308,0.7087378640776699,18565544.586131632,0.5099290466937526
3,VGG_pretrained_True_aug_True_lr_1e-05_wd_0.001_g_0.95,VGG,0.7619047619047619,0.7714285714285715,0.7619047619047619,1.0861058064159892,1.053369052601712,1.099376157813129,0.7619047619047619,0.7714285714285715,0.7619047619047619,1.0,0.0028339175716021394,1.0,0.9271844660194176,0.2673600816369828,0.9314682329388212
4,VGG_pretrained_False_aug_True_lr_1e-05_wd_0.001_g_0.95,VGG,0.5428571428571428,0.5333333333333333,0.5238095238095238,2.5928948765709285,2.4038942166737147,2.653546854427882,0.5428571428571428,0.5333333333333333,0.5238095238095238,0.9987849331713244,0.0058758515568880865,0.9991539763113368,0.7944983818770227,0.8201067805000879,0.6643500117764823
5,VGG_pretrained_True_aug_True_lr_0.001_wd_1e-05_g_0.95,VGG,0.780952380952381,0.7619047619047619,0.780952380952381,1.4661193457122343,0.9588596559706188,1.4661193457122343,0.780952380952381,0.7619047619047619,0.780952380952381,0.9987849331713244,0.002530505329396856,0.9991501329328534,0.9352750809061487,0.25244829637333027,0.9282333804392628
6,VGGAdapted_pretrained_True_aug_True_lr_0.001_wd_0.01_g_0.95,VGGAdapted,0.819047619047619,0.8,0.7904761904761904,1.028668743310707,1.1164255887208994,1.1606758999149038,0.8190476190476191,0.8000000000000002,0.7904761904761904,0.9991899554475496,0.004649670898550145,0.9941002949852508,0.9401294498381876,0.2136026736360923,0.93183072778661
7,VGG_pretrained_False_aug_True_lr_0.001_wd_0.01_g_0.95,VGG,0.380952380952381,0.37142857142857144,0.380952380952381,2394645.417653413,1.628265711239406,2394645.417653413,0.380952380952381,0.37142857142857144,0.380952380952381,0.7229647630619684,0.6284901755403632,0.5131402091765542,0.686084142394822,243656.80957058797,0.4848911411411412
8,VGG_pretrained_True_aug_True_lr_0.0001_wd_0.0001_g_0.95,VGG,0.7428571428571429,0.7714285714285715,0.7428571428571429,1.8131583914870308,1.485309145869992,1.917747235156241,0.7428571428571429,0.7714285714285715,0.7428571428571429,0.9975698663426488,0.006047796277925218,0.9982964224872232,0.941747572815534,0.2969343326503598,0.9415408055113936
9,VGGAdapted_pretrained_True_aug_True_lr_0.001_wd_1e-05_g_0.95,VGGAdapted,0.7523809523809524,0.7523809523809524,0.7714285714285715,1.2166393660363697,1.2166393660363697,1.1811758916115478,0.7523809523809524,0.7523809523809524,0.7714285714285715,0.9995949777237748,0.0030464435898342264,0.999717992103779,0.9336569579288024,0.2453496920059414,0.9444941264794204
10,VGG_pretrained_True_aug_False_lr_0.001_wd_1e-05_g_0.95,VGG,0.780952380952381,0.7904761904761904,0.7904761904761904,1.0928080868552483,0.9848580180268204,1.0392567977486622,0.780952380952381,0.7904761904761904,0.7904761904761904,1.0,6.330843469348509e-05,1.0,0.8823529411764706,0.36170178706593376,0.8727272727272727
11,VGG_pretrained_True_aug_False_lr_0.001_wd_0.01_g_0.95,VGG,0.8095238095238095,0.8095238095238095,0.8285714285714286,0.9406672241432328,0.9406672241432328,0.6649179245389644,0.8095238095238096,0.8095238095238096,0.8285714285714286,1.0,0.0016374744089289145,1.0,0.8529411764705882,0.6005732417106628,0.8393939393939395
12,VGG_pretrained_True_aug_True_lr_0.001_wd_0.01_g_0.96,VGG,0.7333333333333333,0.7523809523809524,0.7428571428571429,1.4506934305852546,1.3277724790253809,1.5901276111733058,0.7333333333333334,0.7523809523809524,0.7428571428571429,0.9987849331713244,0.003323616013164738,0.999152054622095,0.9401294498381876,0.219258419762465,0.9230278072189836
13,VGG_pretrained_True_aug_False_lr_0.0001_wd_0.0001_g_0.95,VGG,0.8476190476190476,0.7904761904761904,0.8095238095238095,0.5468348556331226,0.4885544095720564,0.7306653258346376,0.8476190476190476,0.7904761904761904,0.8095238095238096,1.0,0.001496332533117453,1.0,0.8676470588235294,0.37020476710270434,0.8545454545454545
14,VGGAdapted_pretrained_True_aug_False_lr_0.001_wd_0.01_g_0.95,VGGAdapted,0.8,0.7904761904761904,0.8,0.8743679974826851,0.7254423254391267,0.8743679974826851,0.7999999999999999,0.7904761904761904,0.7999999999999999,1.0,0.003968248164637839,1.0,0.9264705882352942,0.21775131979409387,0.9212121212121211
15,VGG_pretrained_True_aug_False_lr_1e-05_wd_0.001_g_0.95,VGG,0.8,0.8,0.7904761904761904,0.4675854306845438,0.45981889778659457,0.4666754626092456,0.7999999999999999,0.7999999999999999,0.7904761904761904,1.0,0.0014758371742836936,1.0,0.8823529411764706,0.28755511781748605,0.8727272727272727
16,VGG_pretrained_True_aug_True_lr_0.0001_wd_0.0001_g_0.96,VGG,0.7904761904761904,0.780952380952381,0.7904761904761904,1.5801302015604008,1.4956430394025075,1.6831923644457545,0.7904761904761904,0.780952380952381,0.7904761904761904,0.9995949777237748,0.001503927685314728,0.999717992103779,0.9433656957928802,0.2724696676017759,0.9515324147677088
17,VGG_pretrained_True_aug_True_lr_0.001_wd_1e-05_g_0.96,VGG,0.7619047619047619,0.7714285714285715,0.7619047619047619,1.3377604440356317,1.1463360489656529,1.3884070512598208,0.7619047619047619,0.7714285714285715,0.7619047619047619,0.9991899554475496,0.0031917371980614137,0.999434062518316,0.9385113268608414,0.2420136091573628,0.9218391185302952
18,VGGAdapted_pretrained_True_aug_False_lr_0.001_wd_1e-05_g_0.95,VGGAdapted,0.819047619047619,0.8,0.819047619047619,0.9186457404778116,0.73551476629717,0.9186457404778116,0.8190476190476191,0.7999999999999999,0.8190476190476191,1.0,0.002346108191075297,1.0,0.9117647058823528,0.2510432195575798,0.906060606060606
19,VGGAdapted_pretrained_True_aug_True_lr_0.001_wd_0.01_g_0.96,VGGAdapted,0.7904761904761904,0.7904761904761904,0.7714285714285715,1.1701156403337205,0.9608371000071722,1.3007469089524375,0.7904761904761904,0.7904761904761904,0.7714285714285715,0.9991899554475496,0.001999191818912557,0.999435984207558,0.93042071197411,0.24224395845025104,0.9251990961549786
20,VGGAdapted_pretrained_True_aug_True_lr_0.001_wd_1e-05_g_0.96,VGGAdapted,0.7904761904761904,0.7904761904761904,0.7619047619047619,1.2175061044238862,1.2689717236728897,1.2405154370458886,0.7904761904761904,0.7904761904761904,0.7619047619047619,0.9967598217901984,0.01737884008663236,0.9977362500732644,0.9449838187702264,0.22692272182807183,0.9436992139198024
21,VGG_pretrained_True_aug_True_lr_1e-05_wd_0.001_g_0.96,VGG,0.7619047619047619,0.780952380952381,0.7714285714285715,1.0885847513874372,1.0543804956511371,1.107171647268392,0.7619047619047619,0.780952380952381,0.7714285714285714,1.0,0.0024166347439343893,1.0,0.93042071197411,0.26984055159450737,0.9337517664723546
